time,homeplayer,awayplayer,homescore,awayscore,set1homescore,set1awayscore,set2homescore,set2awayscore,set3homescore,set3awayscore,set4homescore,set4awayscore,set5homescore,set5awayscore,nset
03.11.2016,Djokovic N.,Dimitrov G.,2,1,4,6,6,2,6,3,0,0,0,0,5
15.10.2016,Djokovic N.,Bautista R.,0,2,4,6,4,6,0,0,0,0,0,0,3
14.10.2016,Djokovic N.,Zverev M.,2,1,3,6,7,7,6,4,6,3,0,0,5
13.10.2016,Djokovic N.,Pospisil V.,2,0,6,4,6,4,0,0,0,0,0,0,3
11.09.2016,Djokovic N.,Wawrinka S.,1,3,7,7,6,1,4,6,5,7,3,6,5
09.09.2016,Djokovic N.,Monfils G.,3,1,6,3,6,2,3,6,6,2,0,0,5
07.09.2016,Djokovic N.,Tsonga J-W.,2,0,6,3,6,2,0,0,0,0,0,0,3
05.09.2016,Djokovic N.,Edmund K.,3,0,6,2,6,1,6,4,0,0,0,0,5
02.09.2016,Djokovic N.,Youzhny M.,0,0,4,2,0,0,0,0,0,0,0,0,3
31.08.2016,Djokovic N.,Vesely J.,-,-,0,0,0,0,0,0,0,0,0,0,3
31.07.2016,Djokovic N.,Nishikori K.,2,0,6,3,7,5,0,0,0,0,0,0,3
31.07.2016,Djokovic N.,Monfils G.,2,0,6,3,6,2,0,0,0,0,0,0,3
30.07.2016,Djokovic N.,Berdych T.,2,0,7,8,6,6,6,4,0,0,0,0,5
29.07.2016,Djokovic N.,Stepanek R.,2,0,6,2,6,4,0,0,0,0,0,0,3
02.07.2016,Djokovic N.,Querrey S.,1,3,6,6,7,8,1,6,6,3,6,5,5
29.06.2016,Djokovic N.,Mannarino A.,3,0,6,4,6,3,7,7,6,5,0,0,5
05.06.2016,Djokovic N.,Murray A.,3,1,3,6,6,1,6,2,6,4,0,0,5
03.06.2016,Djokovic N.,Thiem D.,3,0,6,2,6,1,6,4,0,0,0,0,5
02.06.2016,Djokovic N.,Berdych T.,3,0,6,3,7,5,6,3,0,0,0,0,5
01.06.2016,Djokovic N.,Bautista R.,3,1,3,6,6,4,6,1,7,5,0,0,5
28.05.2016,Djokovic N.,Bedene A.,3,0,6,2,6,3,6,3,0,0,0,0,5
26.05.2016,Djokovic N.,Darcis S.,3,0,7,5,6,3,6,4,0,0,0,0,5
15.05.2016,Djokovic N.,Murray A.,0,2,3,6,3,6,0,0,0,0,0,0,3
14.05.2016,Djokovic N.,Nishikori K.,2,1,2,6,6,4,7,7,6,5,0,0,5
13.05.2016,Djokovic N.,Nadal R.,2,0,7,5,7,7,6,4,0,0,0,0,5
12.05.2016,Djokovic N.,Bellucci T.,2,1,0,6,6,3,6,2,0,0,0,0,5
08.05.2016,Djokovic N.,Murray A.,2,1,6,2,3,6,6,3,0,0,0,0,5
07.05.2016,Djokovic N.,Nishikori K.,2,0,6,3,7,7,6,4,0,0,0,0,5
06.05.2016,Djokovic N.,Raonic M.,2,0,6,3,6,4,0,0,0,0,0,0,3
05.05.2016,Djokovic N.,Bautista R.,2,0,6,2,6,1,0,0,0,0,0,0,3
03.04.2016,Djokovic N.,Nishikori K.,2,0,6,3,6,3,0,0,0,0,0,0,3
01.04.2016,Djokovic N.,Goffin D.,2,0,7,7,6,5,6,4,0,0,0,0,5
31.03.2016,Djokovic N.,Berdych T.,2,0,6,3,6,3,0,0,0,0,0,0,3
29.03.2016,Djokovic N.,Thiem D.,2,0,6,3,6,4,0,0,0,0,0,0,3
27.03.2016,Djokovic N.,Sousa J.,2,0,6,4,6,1,0,0,0,0,0,0,3
20.03.2016,Djokovic N.,Raonic M.,2,0,6,2,6,0,0,0,0,0,0,0,3
19.03.2016,Djokovic N.,Nadal R.,2,0,7,7,6,5,6,2,0,0,0,0,5
18.03.2016,Djokovic N.,Tsonga J-W.,2,0,7,7,6,2,7,7,6,2,0,0,5
17.03.2016,Djokovic N.,Lopez F.,2,0,6,3,6,3,0,0,0,0,0,0,3
16.03.2016,Djokovic N.,Kohlschreiber P.,2,0,7,5,7,5,0,0,0,0,0,0,3
06.03.2016,Djokovic N.,Kukushkin M.,3,2,6,6,7,8,7,7,6,3,4,6,5
25.02.2016,Djokovic N.,Lopez F.,0,1,3,6,0,0,0,0,0,0,0,0,3
24.02.2016,Djokovic N.,Jaziri M.,2,0,6,1,6,2,0,0,0,0,0,0,3
31.01.2016,Djokovic N.,Murray A.,3,0,6,1,7,5,7,7,6,3,0,0,5
28.01.2016,Djokovic N.,Federer R.,3,1,6,1,6,2,3,6,6,3,0,0,5
26.01.2016,Djokovic N.,Nishikori K.,3,0,6,3,6,2,6,4,0,0,0,0,5
24.01.2016,Djokovic N.,Simon G.,3,2,6,3,6,1,7,7,6,4,4,6,5
22.01.2016,Djokovic N.,Seppi A.,3,0,6,1,7,5,7,8,6,6,0,0,5
20.01.2016,Djokovic N.,Halys Q.,3,0,6,1,6,2,7,7,6,3,0,0,5
09.01.2016,Djokovic N.,Nadal R.,2,0,6,1,6,2,0,0,0,0,0,0,3
08.01.2016,Djokovic N.,Berdych T.,2,0,6,3,7,7,6,3,0,0,0,0,5
07.01.2016,Djokovic N.,Mayer L.,2,0,6,3,7,5,0,0,0,0,0,0,3
06.01.2016,Djokovic N.,Verdasco F.,2,0,6,2,6,2,0,0,0,0,0,0,3
22.11.2015,Federer R.,Djokovic N.,0,2,3,6,4,6,0,0,0,0,0,0,3
19.11.2015,Djokovic N.,Berdych T.,2,0,6,3,7,5,0,0,0,0,0,0,3
17.11.2015,Djokovic N.,Federer R.,0,2,5,7,2,6,0,0,0,0,0,0,3
08.11.2015,Djokovic N.,Murray A.,2,0,6,2,6,4,0,0,0,0,0,0,3
07.11.2015,Djokovic N.,Wawrinka S.,2,1,6,3,3,6,6,0,0,0,0,0,5
06.11.2015,Djokovic N.,Berdych T.,2,0,7,7,6,3,7,10,6,8,0,0,5
05.11.2015,Djokovic N.,Simon G.,2,0,6,3,7,5,0,0,0,0,0,0,3
18.10.2015,Djokovic N.,Tsonga J-W.,2,0,6,2,6,4,0,0,0,0,0,0,3
17.10.2015,Djokovic N.,Murray A.,2,0,6,1,6,3,0,0,0,0,0,0,3
16.10.2015,Djokovic N.,Tomic B.,2,0,7,8,6,6,6,1,0,0,0,0,5
15.10.2015,Djokovic N.,Lopez F.,2,0,6,2,6,3,0,0,0,0,0,0,3
11.10.2015,Djokovic N.,Nadal R.,2,0,6,2,6,2,0,0,0,0,0,0,3
10.10.2015,Djokovic N.,Ferrer D.,2,0,6,2,6,3,0,0,0,0,0,0,3
09.10.2015,Djokovic N.,Isner J.,2,0,6,2,6,2,0,0,0,0,0,0,3
08.10.2015,Djokovic N.,Zhang Z.,2,0,6,2,6,1,0,0,0,0,0,0,3
14.09.2015,Djokovic N.,Federer R.,3,1,6,4,5,7,6,4,6,4,0,0,5
11.09.2015,Djokovic N.,Cilic M.,3,0,6,0,6,1,6,2,0,0,0,0,5
09.09.2015,Djokovic N.,Lopez F.,3,1,6,1,3,6,6,3,7,7,6,2,5
07.09.2015,Djokovic N.,Bautista R.,3,1,6,3,4,6,6,4,6,3,0,0,5
04.09.2015,Djokovic N.,Seppi A.,3,0,6,3,7,5,7,5,0,0,0,0,5
03.09.2015,Djokovic N.,Haider-Maurer A.,3,0,6,4,6,1,6,2,0,0,0,0,5
23.08.2015,Djokovic N.,Federer R.,0,2,6,1,7,7,3,6,0,0,0,0,5
22.08.2015,Djokovic N.,Dolgopolov A.,2,1,4,6,7,7,6,5,6,2,0,0,5
21.08.2015,Djokovic N.,Wawrinka S.,2,0,6,4,6,1,0,0,0,0,0,0,3
20.08.2015,Djokovic N.,Goffin D.,2,1,6,4,2,6,6,3,0,0,0,0,5
16.08.2015,Djokovic N.,Murray A.,1,2,4,6,6,4,3,6,0,0,0,0,5
15.08.2015,Djokovic N.,Chardy J.,2,0,6,4,6,4,0,0,0,0,0,0,3
15.08.2015,Djokovic N.,Gulbis E.,2,1,5,7,7,9,6,7,6,1,0,0,5
13.08.2015,Djokovic N.,Sock J.,2,0,6,2,6,1,0,0,0,0,0,0,3
12.07.2015,Djokovic N.,Federer R.,3,1,7,7,6,1,6,10,7,12,6,4,5
10.07.2015,Djokovic N.,Gasquet R.,3,0,7,7,6,2,6,4,6,4,0,0,5
08.07.2015,Djokovic N.,Cilic M.,3,0,6,4,6,4,6,4,0,0,0,0,5
07.07.2015,Djokovic N.,Anderson K.,3,2,6,6,7,8,6,6,7,8,6,1,5
03.07.2015,Djokovic N.,Tomic B.,3,0,6,3,6,3,6,3,0,0,0,0,5
01.07.2015,Djokovic N.,Nieminen J.,3,0,6,4,6,2,6,3,0,0,0,0,5
26.06.2015,Djokovic N.,Zverev A.,0,2,4,6,3,6,0,0,0,0,0,0,3
07.06.2015,Djokovic N.,Wawrinka S.,1,3,6,4,4,6,3,6,4,6,0,0,5
06.06.2015,Djokovic N.,Murray A.,3,2,6,3,6,3,5,7,5,7,6,1,5
03.06.2015,Djokovic N.,Nadal R.,3,0,7,5,6,3,6,1,0,0,0,0,5
01.06.2015,Djokovic N.,Gasquet R.,3,0,6,1,6,2,6,3,0,0,0,0,5
30.05.2015,Djokovic N.,Kokkinakis T.,3,0,6,4,6,4,6,4,0,0,0,0,5
28.05.2015,Djokovic N.,Muller G.,3,0,6,1,6,4,6,4,0,0,0,0,5
17.05.2015,Djokovic N.,Federer R.,2,0,6,4,6,3,0,0,0,0,0,0,3
16.05.2015,Djokovic N.,Ferrer D.,2,0,6,4,6,4,0,0,0,0,0,0,3
15.05.2015,Djokovic N.,Nishikori K.,2,1,6,3,3,6,6,1,0,0,0,0,5
14.05.2015,Djokovic N.,Bellucci T.,2,1,5,7,6,2,6,3,0,0,0,0,5
19.04.2015,Djokovic N.,Berdych T.,2,1,7,5,4,6,6,3,0,0,0,0,5
18.04.2015,Djokovic N.,Nadal R.,2,0,6,3,6,3,0,0,0,0,0,0,3
17.04.2015,Djokovic N.,Cilic M.,2,0,6,0,6,3,0,0,0,0,0,0,3
16.04.2015,Djokovic N.,Haider-Maurer A.,2,0,6,4,6,0,0,0,0,0,0,0,3
05.04.2015,Djokovic N.,Murray A.,2,1,7,7,6,3,4,6,6,0,0,0,5
04.04.2015,Djokovic N.,Isner J.,2,0,7,7,6,3,6,2,0,0,0,0,5
03.04.2015,Djokovic N.,Ferrer D.,2,0,7,5,7,5,0,0,0,0,0,0,3
31.03.2015,Djokovic N.,Dolgopolov A.,2,1,6,3,7,7,7,5,6,0,0,0,5
30.03.2015,Djokovic N.,Darcis S.,2,0,6,0,7,5,0,0,0,0,0,0,3
22.03.2015,Djokovic N.,Federer R.,2,1,6,3,6,5,7,7,6,2,0,0,5
21.03.2015,Djokovic N.,Murray A.,2,0,6,2,6,3,0,0,0,0,0,0,3
20.03.2015,Djokovic N.,Tomic B.,-,-,0,0,0,0,0,0,0,0,0,0,3
19.03.2015,Djokovic N.,Isner J.,2,0,6,4,7,7,6,5,0,0,0,0,5
17.03.2015,Djokovic N.,Ramos A.,2,0,7,5,6,3,0,0,0,0,0,0,3
28.02.2015,Djokovic N.,Federer R.,0,2,3,6,5,7,0,0,0,0,0,0,3
27.02.2015,Djokovic N.,Berdych T.,2,1,6,0,5,7,6,4,0,0,0,0,5
26.02.2015,Djokovic N.,Ilhan M.,2,0,6,1,6,1,0,0,0,0,0,0,3
25.02.2015,Djokovic N.,Golubev A.,2,0,6,1,6,2,0,0,0,0,0,0,3
01.02.2015,Djokovic N.,Murray A.,3,1,7,7,6,5,6,4,7,7,6,3,5
30.01.2015,Djokovic N.,Wawrinka S.,3,2,7,7,6,1,3,6,6,4,4,6,5
28.01.2015,Djokovic N.,Raonic M.,3,0,7,7,6,5,6,4,6,2,0,0,5
26.01.2015,Djokovic N.,Muller G.,3,0,6,4,7,5,7,5,0,0,0,0,5
24.01.2015,Djokovic N.,Verdasco F.,3,0,7,10,6,8,6,3,6,4,0,0,5
22.01.2015,Djokovic N.,Kuznetsov An.,3,0,6,0,6,1,6,4,0,0,0,0,5
08.01.2015,Djokovic N.,Karlovic I.,1,2,7,7,6,2,6,6,7,8,4,6,5
07.01.2015,Djokovic N.,Stakhovsky S.,2,0,6,2,6,1,0,0,0,0,0,0,3
03.01.2015,Djokovic N.,Murray A.,-,-,0,0,0,0,0,0,0,0,0,0,3
13.12.2014,Monfils G.,Djokovic N.,0,1,0,6,0,0,0,0,0,0,0,0,3
12.12.2014,Berdych T.,Djokovic N.,1,0,6,8,5,7,0,0,0,0,0,0,3
11.12.2014,Djokovic N.,Tsonga J-W.,0,1,5,4,6,8,0,0,0,0,0,0,3
16.11.2014,Djokovic N.,Federer R.,-,-,0,0,0,0,0,0,0,0,0,0,3
14.11.2014,Djokovic N.,Berdych T.,2,0,6,2,6,2,0,0,0,0,0,0,3
12.11.2014,Djokovic N.,Wawrinka S.,2,0,6,3,6,0,0,0,0,0,0,0,3
02.11.2014,Djokovic N.,Raonic M.,2,0,6,2,6,3,0,0,0,0,0,0,3
01.11.2014,Djokovic N.,Nishikori K.,2,0,6,2,6,3,0,0,0,0,0,0,3
31.10.2014,Djokovic N.,Murray A.,2,0,7,5,6,2,0,0,0,0,0,0,3
30.10.2014,Djokovic N.,Monfils G.,2,0,6,3,7,7,6,2,0,0,0,0,5
11.10.2014,Djokovic N.,Federer R.,0,2,4,6,4,6,0,0,0,0,0,0,3
10.10.2014,Djokovic N.,Ferrer D.,2,0,6,4,6,2,0,0,0,0,0,0,3
09.10.2014,Djokovic N.,Kukushkin M.,2,1,6,3,4,6,6,4,0,0,0,0,5
05.10.2014,Djokovic N.,Berdych T.,2,0,6,0,6,2,0,0,0,0,0,0,3
04.10.2014,Djokovic N.,Murray A.,2,0,6,3,6,4,0,0,0,0,0,0,3
03.10.2014,Djokovic N.,Dimitrov G.,2,0,6,2,6,4,0,0,0,0,0,0,3
01.10.2014,Djokovic N.,Pospisil V.,2,0,6,3,7,5,0,0,0,0,0,0,3
06.09.2014,Djokovic N.,Nishikori K.,1,3,4,6,6,1,6,4,7,7,3,6,5
04.09.2014,Djokovic N.,Murray A.,3,1,7,7,6,1,6,1,7,7,6,2,5
01.09.2014,Djokovic N.,Kohlschreiber P.,3,0,6,1,7,5,6,4,0,0,0,0,5
30.08.2014,Djokovic N.,Querrey S.,3,0,6,3,6,2,6,2,0,0,0,0,5
28.08.2014,Djokovic N.,Mathieu P-H.,3,0,6,1,6,3,6,0,0,0,0,0,5
14.08.2014,Djokovic N.,Robredo T.,0,2,6,6,7,8,5,7,0,0,0,0,5
07.08.2014,Djokovic N.,Tsonga J-W.,0,2,2,6,2,6,0,0,0,0,0,0,3
06.07.2014,Djokovic N.,Federer R.,3,2,6,7,7,9,6,4,7,7,6,4,5
04.07.2014,Djokovic N.,Dimitrov G.,3,1,6,4,3,6,7,7,6,2,7,9,5
02.07.2014,Djokovic N.,Cilic M.,3,2,6,1,3,6,6,4,7,7,6,2,5
30.06.2014,Djokovic N.,Tsonga J-W.,3,0,6,3,6,4,7,7,6,5,0,0,5
27.06.2014,Djokovic N.,Simon G.,3,0,6,4,6,2,6,4,0,0,0,0,5
25.06.2014,Djokovic N.,Stepanek R.,3,1,6,4,6,3,6,5,7,7,7,7,5
08.06.2014,Nadal R.,Djokovic N.,3,1,3,6,7,5,6,2,6,4,0,0,5
06.06.2014,Gulbis E.,Djokovic N.,1,3,3,6,3,6,6,3,3,6,0,0,5
03.06.2014,Raonic M.,Djokovic N.,0,3,5,7,6,5,7,7,4,6,0,0,5
01.06.2014,Tsonga J-W.,Djokovic N.,0,3,1,6,4,6,1,6,0,0,0,0,5
30.05.2014,Cilic M.,Djokovic N.,1,3,3,6,2,6,7,7,6,2,4,6,5
28.05.2014,Chardy J.,Djokovic N.,0,3,1,6,4,6,2,6,0,0,0,0,5
18.05.2014,Nadal R.,Djokovic N.,1,2,6,4,3,6,3,6,0,0,0,0,5
17.05.2014,Raonic M.,Djokovic N.,1,2,7,7,6,5,6,4,7,7,3,6,5
16.05.2014,Ferrer D.,Djokovic N.,1,2,5,7,6,4,3,6,0,0,0,0,5
15.05.2014,Kohlschreiber P.,Djokovic N.,1,2,6,4,2,6,1,6,0,0,0,0,5
19.04.2014,Federer R.,Djokovic N.,2,0,7,5,6,2,0,0,0,0,0,0,3
18.04.2014,Garcia-Lopez G.,Djokovic N.,1,2,6,4,3,6,1,6,0,0,0,0,5
17.04.2014,Carreno-Busta P.,Djokovic N.,0,2,0,6,1,6,0,0,0,0,0,0,3
30.03.2014,Nadal R.,Djokovic N.,0,2,3,6,3,6,0,0,0,0,0,0,3
28.03.2014,Nishikori K.,Djokovic N.,-,-,0,0,0,0,0,0,0,0,0,0,3
26.03.2014,Murray A.,Djokovic N.,0,2,5,7,3,6,0,0,0,0,0,0,3
25.03.2014,Robredo T.,Djokovic N.,0,2,3,6,5,7,0,0,0,0,0,0,3
23.03.2014,Mayer F.,Djokovic N.,-,-,0,0,0,0,0,0,0,0,0,0,3
16.03.2014,Federer R.,Djokovic N.,1,2,6,3,3,6,6,3,7,7,0,0,5
15.03.2014,Isner J.,Djokovic N.,1,2,5,7,7,7,6,2,1,6,0,0,5
14.03.2014,Benneteau J.,Djokovic N.,0,2,1,6,3,6,0,0,0,0,0,0,3
13.03.2014,Cilic M.,Djokovic N.,1,2,6,1,2,6,3,6,0,0,0,0,5
11.03.2014,Gonzalez A.,Djokovic N.,1,2,1,6,6,3,1,6,0,0,0,0,5
28.02.2014,Djokovic N.,Federer R.,1,2,6,3,3,6,2,6,0,0,0,0,5
27.02.2014,Djokovic N.,Youzhny M.,-,-,0,0,0,0,0,0,0,0,0,0,3
26.02.2014,Djokovic N.,Bautista R.,2,0,6,1,6,3,0,0,0,0,0,0,3
21.01.2014,Wawrinka S.,Djokovic N.,3,2,2,6,6,4,6,2,3,6,9,7,5
19.01.2014,Fognini F.,Djokovic N.,0,3,3,6,0,6,2,6,0,0,0,0,5
17.01.2014,Istomin D.,Djokovic N.,0,3,3,6,3,6,5,7,0,0,0,0,5
15.01.2014,Mayer L.,Djokovic N.,0,3,0,6,4,6,4,6,0,0,0,0,5
28.12.2013,Ferrer D.,Djokovic N.,0,2,5,7,2,6,0,0,0,0,0,0,3
17.11.2013,Djokovic N.,Berdych T.,3,0,6,4,7,7,6,5,6,2,0,0,5
11.11.2013,Nadal R.,Djokovic N.,0,2,3,6,4,6,0,0,0,0,0,0,3
09.11.2013,Djokovic N.,Gasquet R.,2,1,7,7,6,5,4,6,6,3,0,0,5
07.11.2013,Djokovic N.,Del Potro J.,2,1,6,3,3,6,6,3,0,0,0,0,5
03.11.2013,Ferrer D.,Djokovic N.,0,2,5,7,5,7,0,0,0,0,0,0,3
02.11.2013,Federer R.,Djokovic N.,1,2,6,4,3,6,2,6,0,0,0,0,5
01.11.2013,Wawrinka S.,Djokovic N.,0,2,1,6,4,6,0,0,0,0,0,0,3
31.10.2013,Isner J.,Djokovic N.,1,2,7,7,6,5,1,6,2,6,0,0,5
13.10.2013,Djokovic N.,Del Potro J.,2,1,6,1,3,6,7,7,6,3,0,0,5
12.10.2013,Djokovic N.,Tsonga J-W.,2,0,6,2,7,5,0,0,0,0,0,0,3
11.10.2013,Djokovic N.,Monfils G.,2,1,6,4,7,7,6,2,6,4,0,0,5
10.10.2013,Djokovic N.,Fognini F.,2,0,6,3,6,3,0,0,0,0,0,0,3
06.10.2013,Djokovic N.,Nadal R.,2,0,6,3,6,4,0,0,0,0,0,0,3
05.10.2013,Djokovic N.,Gasquet R.,2,0,6,4,6,2,0,0,0,0,0,0,3
04.10.2013,Djokovic N.,Querrey S.,2,0,6,1,6,2,0,0,0,0,0,0,3
03.10.2013,Djokovic N.,Verdasco F.,2,1,7,5,2,6,6,2,0,0,0,0,5
15.09.2013,Djokovic N.,Raonic M.,3,0,7,7,6,1,6,2,6,2,0,0,5
09.09.2013,Djokovic N.,Nadal R.,1,3,2,6,6,3,4,6,1,6,0,0,5
07.09.2013,Djokovic N.,Wawrinka S.,3,2,2,6,7,7,6,4,3,6,6,3,5
06.09.2013,Djokovic N.,Youzhny M.,3,1,6,3,6,2,3,6,6,0,0,0,5
03.09.2013,Djokovic N.,Granollers M.,3,0,6,3,6,0,6,0,0,0,0,0,5
02.09.2013,Djokovic N.,Sousa J.,3,0,6,0,6,2,6,2,0,0,0,0,5
30.08.2013,Djokovic N.,Becker B.,3,0,7,7,6,2,6,2,6,2,0,0,5
16.08.2013,Djokovic N.,Isner J.,1,2,6,5,7,7,6,3,5,7,0,0,5
15.08.2013,Djokovic N.,Goffin D.,2,0,6,2,6,0,0,0,0,0,0,0,3
11.08.2013,Djokovic N.,Nadal R.,1,2,4,6,6,3,6,2,7,7,0,0,5
10.08.2013,Djokovic N.,Gasquet R.,2,0,6,1,6,2,0,0,0,0,0,0,3
09.08.2013,Djokovic N.,Istomin D.,2,1,2,6,6,4,6,4,0,0,0,0,5
07.07.2013,Djokovic N.,Murray A.,0,3,4,6,5,7,4,6,0,0,0,0,5
05.07.2013,Djokovic N.,Del Potro J.,3,2,7,5,4,6,7,7,6,2,6,6,5
03.07.2013,Djokovic N.,Berdych T.,3,0,7,7,6,5,6,4,6,3,0,0,5
01.07.2013,Djokovic N.,Haas T.,3,0,6,1,6,4,7,7,6,4,0,0,5
29.06.2013,Djokovic N.,Chardy J.,3,0,6,3,6,2,6,2,0,0,0,0,5
27.06.2013,Djokovic N.,Reynolds B.,3,0,7,7,6,2,6,3,6,1,0,0,5
07.06.2013,Djokovic N.,Nadal R.,2,3,4,6,6,3,1,6,7,7,6,3,5
05.06.2013,Djokovic N.,Haas T.,3,0,6,3,7,7,6,5,7,5,0,0,5
03.06.2013,Djokovic N.,Kohlschreiber P.,3,1,4,6,6,3,6,4,6,4,0,0,5
01.06.2013,Djokovic N.,Dimitrov G.,3,0,6,2,6,2,6,3,0,0,0,0,5
30.05.2013,Djokovic N.,Pella G.,3,0,6,2,6,0,6,2,0,0,0,0,5
17.05.2013,Djokovic N.,Berdych T.,1,2,6,2,5,7,4,6,0,0,0,0,5
16.05.2013,Djokovic N.,Dolgopolov A.,2,0,6,1,6,4,0,0,0,0,0,0,3
21.04.2013,Djokovic N.,Nadal R.,2,0,6,2,7,7,6,1,0,0,0,0,5
20.04.2013,Djokovic N.,Fognini F.,2,0,6,2,6,1,0,0,0,0,0,0,3
19.04.2013,Djokovic N.,Nieminen J.,2,0,6,4,6,3,0,0,0,0,0,0,3
18.04.2013,Djokovic N.,Monaco J.,2,1,4,6,6,2,6,2,0,0,0,0,5
07.04.2013,Querrey S.,Djokovic N.,1,3,5,7,7,7,6,4,1,6,0,6,5
27.03.2013,Djokovic N.,Haas T.,0,2,2,6,4,6,0,0,0,0,0,0,3
24.03.2013,Djokovic N.,Devvarman S.,2,0,6,2,6,4,0,0,0,0,0,0,3
16.03.2013,Djokovic N.,Del Potro J.,1,2,6,4,4,6,4,6,0,0,0,0,5
15.03.2013,Djokovic N.,Tsonga J-W.,2,0,6,3,6,1,0,0,0,0,0,0,3
14.03.2013,Djokovic N.,Querrey S.,2,0,6,0,7,8,6,6,0,0,0,0,5
12.03.2013,Djokovic N.,Dimitrov G.,2,0,7,7,6,4,6,1,0,0,0,0,5
02.03.2013,Djokovic N.,Berdych T.,2,0,7,5,6,3,0,0,0,0,0,0,3
01.03.2013,Djokovic N.,Del Potro J.,2,0,6,3,7,7,6,4,0,0,0,0,5
28.02.2013,Djokovic N.,Seppi A.,2,0,6,0,6,3,0,0,0,0,0,0,3
27.02.2013,Djokovic N.,Bautista R.,2,0,6,1,7,7,6,4,0,0,0,0,5
27.01.2013,Djokovic N.,Murray A.,3,1,6,2,7,7,7,7,6,3,6,3,5
24.01.2013,Djokovic N.,Ferrer D.,3,0,6,2,6,2,6,1,0,0,0,0,5
22.01.2013,Djokovic N.,Berdych T.,3,1,6,1,4,6,6,1,6,4,0,0,5
20.01.2013,Djokovic N.,Wawrinka S.,3,2,1,6,7,5,6,4,6,5,7,7,5
18.01.2013,Djokovic N.,Stepanek R.,3,0,6,4,6,3,7,5,0,0,0,0,5
16.01.2013,Djokovic N.,Harrison R.,3,0,6,1,6,2,6,3,0,0,0,0,5
05.01.2013,Djokovic N.,Verdasco F.,2,0,6,3,7,5,0,0,0,0,0,0,3
04.01.2013,Djokovic N.,Haas T.,2,0,6,2,6,0,0,0,0,0,0,0,3
02.01.2013,Djokovic N.,Tomic B.,0,2,4,6,4,6,0,0,0,0,0,0,3
29.12.2012,Djokovic N.,Almagro N.,2,1,6,4,7,7,6,3,6,4,0,0,5
12.11.2012,Djokovic N.,Federer R.,2,0,7,8,6,6,7,5,0,0,0,0,5
09.11.2012,Djokovic N.,Berdych T.,2,0,6,2,7,8,6,6,0,0,0,0,5
07.11.2012,Djokovic N.,Murray A.,2,1,4,6,6,3,7,5,0,0,0,0,5
14.10.2012,Murray A.,Djokovic N.,1,2,7,5,6,11,7,13,3,6,0,0,5
13.10.2012,Berdych T.,Djokovic N.,0,2,3,6,4,6,0,0,0,0,0,0,3
12.10.2012,Haas T.,Djokovic N.,0,2,3,6,3,6,0,0,0,0,0,0,3
11.10.2012,Lopez F.,Djokovic N.,0,2,3,6,3,6,0,0,0,0,0,0,3
07.10.2012,Djokovic N.,Tsonga J-W.,2,0,7,7,6,4,6,2,0,0,0,0,5
06.10.2012,Djokovic N.,Mayer F.,2,0,6,1,6,4,0,0,0,0,0,0,3
05.10.2012,Djokovic N.,Melzer J.,2,0,6,1,6,2,0,0,0,0,0,0,3
03.10.2012,Djokovic N.,Berlocq C.,2,0,6,1,6,3,0,0,0,0,0,0,3
10.09.2012,Murray A.,Djokovic N.,3,2,7,12,6,10,7,5,2,6,3,6,5
09.09.2012,Ferrer D.,Djokovic N.,1,3,6,2,1,6,4,6,2,6,0,0,5
07.09.2012,Del Potro J.,Djokovic N.,0,3,2,6,6,3,7,7,4,6,0,0,5
05.09.2012,Wawrinka S.,Djokovic N.,0,2,4,6,1,6,1,3,0,0,0,0,5
02.09.2012,Benneteau J.,Djokovic N.,0,3,3,6,2,6,2,6,0,0,0,0,5
31.08.2012,Dutra Da Silva R.,Djokovic N.,0,3,2,6,1,6,2,6,0,0,0,0,5
19.08.2012,Federer R.,Djokovic N.,2,0,6,0,7,9,6,7,0,0,0,0,5
18.08.2012,Del Potro J.,Djokovic N.,0,2,3,6,2,6,0,0,0,0,0,0,3
17.08.2012,Cilic M.,Djokovic N.,0,2,3,6,2,6,0,0,0,0,0,0,3
17.08.2012,Davydenko N.,Djokovic N.,0,1,0,6,0,0,0,0,0,0,0,0,3
13.08.2012,Djokovic N.,Gasquet R.,2,0,6,3,6,2,0,0,0,0,0,0,3
12.08.2012,Djokovic N.,Tipsarevic J.,2,0,6,4,6,1,0,0,0,0,0,0,3
11.08.2012,Djokovic N.,Haas T.,2,1,6,3,3,6,6,3,0,0,0,0,5
10.08.2012,Djokovic N.,Querrey S.,2,0,6,4,6,4,0,0,0,0,0,0,3
05.08.2012,Del Potro J.,Djokovic N.,2,0,7,5,6,4,0,0,0,0,0,0,3
03.08.2012,Murray A.,Djokovic N.,2,0,7,5,7,5,0,0,0,0,0,0,3
02.08.2012,Tsonga J-W.,Djokovic N.,0,2,1,6,5,7,0,0,0,0,0,0,3
01.08.2012,Hewitt L.,Djokovic N.,1,2,6,4,5,7,1,6,0,0,0,0,5
31.07.2012,Roddick A.,Djokovic N.,0,2,2,6,1,6,0,0,0,0,0,0,3
06.07.2012,Djokovic N.,Federer R.,1,3,3,6,6,3,4,6,3,6,0,0,5
04.07.2012,Djokovic N.,Mayer F.,3,0,6,4,6,1,6,4,0,0,0,0,5
02.07.2012,Djokovic N.,Troicki V.,3,0,6,3,6,1,6,3,0,0,0,0,5
